English,Myanmar
merchandising,ရောင်းကုန်
driftwood,ရေမျောကမ်းတင်
worsen,ပိုဆိုးလာတယ်။
glimpsed,တစေ့တစောင်း
shuffled,တရှပ်ရှပ်
bailout,ကယ်ဆယ်ရေး
affidavits,ကျမ်းကျိန်လွှာ
yuh,ဟုတ်တယ်
arent,မဟုတ်ဘူး
inlet,ဝင်ပေါက်
trojans,ထရိုဂျန်
comas,သတိမေ့မြော
bombard,ဒီခရီးစဉ်
greenway,အစိမ်းရောင်လမ်း
astonishment,အံ့ဩခြင်း
mino,မီနို
weekdays,ရက်သတ္တပတ်များ
tunis,တူနစ်
escapade,ထွက်ပြေးပါ။
speakeasy,ပြောတတ်တယ်
ackroyd,အက်ခရွိုက်
dawdling,ဇဝေဇဝါ
idea-,စိတ်ကူး-
fairytales,ဒဏ္ဍာရီပုံပြင်များ
mothering,မိခင်လောင်း
assuredly,သေချာတယ်။
vaccinations,ကာကွယ်ဆေးများ
budging,budding
infraction,ချိုးဖောက်မှု
blockers,ပိတ်ဆို့သူများ
softest,အပျော့ဆုံး
engrossed,စွဲလမ်းသည်။
propellers,ပန်ကာများ
pakistanis,ပါကစ္စတန်
vaporize,အငွေ့ပျံသည်။
weirdoes,ထူးဆန်းတယ်။
gyp,ဂျစ်ပ်
achieves,အောင်မြင်သည်။
hoppy,ပျော်တယ်။
wilmington,ဝီမင်တန်
waterways,ရေလမ်း
wolfblood,ဝံပုလွေ
treadwell,ပြေးလမ်း
minute-,မိနစ်-
biscotti,ဘီစကော့တီ
modus,မလွယ်ဘူး။
asterix,ကြယ်စင်
slaw,ဓား
nestled,အသိုက်
pitted,ချွတ်ချွတ်
lusty,တပ်မက်ခြင်း။
embalmed,လိမ်းဆေး
wouldnt,မဟုတ်ဘူး
coffeehouse,ကော်ဖီဆိုင်
starks,သဲသဲ
woodman,သစ်သား
streamers,streamers များ
admittance,ဝင်ခွင့်
stillborn,မမွေးသေး
sandbags,သဲအိတ်များ
constructions,ဆောက်လုပ်ရေးများ
butchie,အသားညှပ်
unduly,အလွန်အကျွံ
ecosystems,ဂေဟစနစ်များ
oshima,အိုရှီမာ
anti-semitism,ဆန့်ကျင်ရေးဝါဒ
crevice,အကြော
drumsticks,ကြက်ပေါင်
anomalous,မမှန်ပါ။
lita,လီတာ
misstep,ခြေလှမ်းမှား
hairdressers,ဆံပင်ညှပ်ဆရာများ
21-year-old,အသက် ၂၁ နှစ်
ravan,ရာဗန်
tought,တင်းထားသည်။
headlong,ခေါင်းရှည်
sameera,တူညီသည်။
indignant,စိတ်ဆိုး
neckline,လည်ပင်းကြိုး
aaaaaah,aaaaah
stallions,တောခွေးများ
cordially,ရင်းရင်းနှီးနှီး
hammy,ဟမ်း
deference,လိုလားချက်
terraces,ဆောင်များ၊
hovercraft,ရှပ်ပြေးယာဉ်
fables,ဒဏ္ဍာရီများ
duffer,ဒက်ဖာ
walther,အဲဒိ
hygienist,တစ်ကိုယ်ရေသန့်ရှင်းရေးသမား
rearing,ပြုစုပျိုးထောင်ခြင်း။
tilting,တိမ်းစောင်းခြင်း။
deficient,ချို့တဲ့
hatun,ဟက်တန်
ignites,မီးလောင်သည်။
neumann,နီမန်
ploughing,ထွန်ယက်ခြင်း။
vassals,ကျေးကျွန်များ
fantasia,စိတ်ကူးယဉ်
6:00 PM,ညနေ ၆း၀၀
trager,စိတ်ဆိုး
pampering,နှိမ့်ချခြင်း
ha,ဟက်
home-,အိမ်-
breakdowns,ပျက်စီးမှုများ
denser,ပိုသိပ်သည်းသည်။
coldly,အေးဆေးပဲ။
mandolin,မယ်ဒလင်
glacial,ရေခဲတောင်
bekir,ဘီကီရာ
masonry,ပန်းရန်
comandante,အမိန့်ပေးသည်။
half-time,အချိန်တစ်ဝက်
subpoenas,ဆင့်ခေါ်စာ
electroshock,လျှပ်စစ်ရှော့ခ်
temptress,ဖြားယောင်း
lovett,ချစ်တယ်
codename,ကုတ်အမည်
balconies,လသာဆောင်များ
preys,သားကောင်
tonga,တွန်ဂါ
garrick,ဂရစ်ခ်
brassiere,ဘရာစီယာ
lemmy,လေမီ
hang-ups,ဖုန်းချလိုက်တယ်။
pasteur,သင်းအုပ်ဆရာ
cafés,လက်ဖက်ရည်ဆိုင်များ
zionist,ဇီယွန်ဝါဒီ
voldemort,ဗော်ဒီမော
instantaneously,ချက်ခြင်း
norrie,နော်ရီ
unfolded,ဖြည်
aperitif,နှုတ်မြိန်ဆေး
torsten,ဆုတ်
vapors,အငွေ့
intravenous,အကြော
boroughs,မြို့နယ်များ
confederation,အဖွဲ့ချုပ်
julianna,ဂျူလီယာနာ
tussle,တိုက်ပွဲ
improperly,မဖွယ်မရာ
submerge,ရေမြုပ်
amulets,အဆောင်လက်ဖွဲ့များ
cancerous,ကင်ဆာဖြစ်စေသော
paan,ပန်
taka,တာကာ
honcho,ဟွန်းချို
thready,ချည်မျှင်
incubation,ပေါက်ဖွားခြင်း။
saris,ဆာရီ
steamship,ရေနွေးငွေ့သင်္ဘော
chessboard,စစ်တုရင်ခုံ
south-east,အရှေ့တောင်ဘက်
deadlock,သော့ခတ်
stand-by,အရန်သင့်လုပ်သည်
aflame,မီးလျှံ
unquestionably,သံသယမရှိ
tongue-tied,လျှာဖြင့်ချည်ထားသည်။
regulators,အားပြိုင်မှု
archeologist,ရှေးဟောင်းသုတေသနပညာရှင်
insinuations,ထိုးနှက်ချက်
aurelio,အော်ရီလီယို
ingratitude,ကျေးဇူးသိတတ်ခြင်း။
freakish,အမိုက်စား
emitter,ထုတ်လွှတ်သည်။
margit,အနားသတ်
disintegration,ပြိုကွဲခြင်း။
sideboard,ဘေးဘုတ်
lapses,နောက်ကျ
luger,လူဂျာ
droves,မောင်းတယ်။
vacationing,အားလပ်ရက်
handheld,လက်ကိုင်
genies,ပါရမီရှင်များ
ook,အိုကေ
normality,ပုံမှန်အခြေအနေ
maybes,ဖြစ်နိုင်တယ်။
specks,အမှုန်အမွှားများ
mimmi,မီမီ
buona,ဘူနာ
whammy,ဝမ်မီ
glint,တလက်လက်
passable,ပျော်ပျော်ပါးပါး
sav,ကယ်တင်ပါ။
aloe,ရှားစောင်းလက်ပတ်
banknotes,ငွေစက္ကူ
pappas,ပါပါ
wannabes,မေမေ့
virtuoso,သီလ
waitressing,စားပွဲထိုး
troma,ထရိုမာ
cutoff,ဖြတ်တောက်သည်
townsfolk,မြို့သား
flopped,ပြုတ်ကျသွားသည်။
witter,ခါး
nouveau,နိုဗို
sunni,နေနီ
shelled,အခွံ
hokey,ဟောကီး
down-to-earth,မြေကြီးအောက်
candlesticks,ဆီမီးခုံ
nighty,ညဘက်
anchovy,ကျောက်ချွဲ
cataracts,အတွင်းတိမ်
entrenched,ကုပ်၊
dried-up,ခြောက်သွေ့ခြင်း။
inception,စတင်ခြင်း
caucasus,ကော့ကေးဆပ်
liabilities,တာဝန်များ
takayama,တာကာယာမ
shading,အရိပ်
ten-year,ဆယ်နှစ်
snowballs,နှင်းဘောလုံးများ
ravana,ရာဝန
handlebars,လက်ကိုင်များ
retainers,ထိန်းသိမ်းသူများ
rovere,ရိုဗာ
acknowledges,အသိအမှတ်ပြုသည်။
mayoral,မြို့တော်ဝန်
unhappily,စိတ်မချမ်းသာစရာ
desecrate,ရှုတ်ချသည်။
ifthe,အကယ်၍
agathe,ဒေါသထွက်ခြင်း။
prussians,ပရပ်ရှား
forty-seven,လေးဆယ့်ခုနစ်
cem,ဇီမ်
meanness,အယုတ်တမာ
pig-headed,ဝက်ခေါင်း
jussi,ဂျူးစီ
militias,ပြည်သူ့စစ်များ
polanski,ပိုလန်စကီး
bushed,ချုံပုတ်
sugarcoat,သကြားအင်္ကျီ
simplified,ရိုးရှင်းသော
5:00 PM,ညနေ ၅း၀၀
much-,အများကြီး-
decoder,ဒီကုဒ်ကိရိယာ
industrialists,စက်မှုလုပ်ငန်းရှင်များ
laude,ဂုဏ်ယူပါတယ်။
gauna,ဂေါ်နာ
hi-ho,ဟိုင်ဟို
vole,အသံ
ayala,အာယာလာ
udon,အူဒွန်
morehouse,နောက်ထပ်အိမ်
polaroids,ပိုလာရွိုက်များ
filipe,ဖိုင်လီပီ
modules,မော်ဂျူးများ
renegades,လူဆိုးများ
motorcar,မော်တော်ကား
branching,အကိုင်းအခက်
shambo,ရှမ်ဘို
quorum,အထမြောက်သည်။
sensuous,အာရုံခံစားမှု
biding,လေလံဆွဲခြင်း။
severing,ဖြတ်တောက်ခြင်း
gian,ဂျန်
clouding,တိမ်တိုက်
scarcity,ရှားပါးမှု
southall,တောင်ဘက်
deceiver,လှည့်စားသူ
bricklayer,အုတ်လွှာသမား
world-renowned,ကမ္ဘာကျော်
flared,မီးတောက်
figurehead,ဥသျှောင်
afire,မီး
transcendent,အဘိညာဉ်
vinay,ဗီနိုင်း
fecal,မစင်
jeannot,ဂျင်းနက်
schoolmates,ကျောင်းနေဖက်များ
riza,ရီဇာ
8:00 PM,8:00 PM
harwood,သစ်မာ၊
discharging,ထုတ်လွှတ်ခြင်း။
authenticated,အစစ်အမှန်
lutheran,လူသာရန်
tennant,အိမ်ငှား
frankness,ရိုးသားမှု
abolition,ဖျက်သိမ်းရေး
confiscating,သိမ်းယူခြင်း။
bunking,ဘန်ကင်
pierces,ဖောက်
enlargement,ချဲ့ထွင်ခြင်း။
doge,ခွေး
delicatessen,"အသင့်စားဖွယ်, နိုင်ငံခြားအစားအသောက်များရောင်းသောဆိုင်"
hand-picked,လက်ခူး
deviated,သွေဖည်
dorcas,ဒေါကာ
aerodynamic,လေခွင်းအား
flintstone,မီးကျောက်
good-lookin,ရုပ်ကောင်း
barrows,ဘားများ
gargle,ပလုတ်ကျင်းပါ။
on-board,ပေါ်ပါရှိသည်
cyberspace,ဆိုက်ဘာစပေ့
peso,ပီဆို
nippy,နွားနို့
liquidated,ဖျက်သိမ်းခဲ့သည်။
elegantly,ပြေပြစ်စွာ
postmark,စာတိုက်
mercia,မာစီယာ
thank,ကျေးဇူးတင်ပါတယ်
toyed,ကစားစရာ
cockerel,ကော့တေး
plus-one,အပေါင်း-တစ်ခု
grandmas,အဖွား
entitlement,ရပိုင်ခွင့်
elapsed,ကုန်လွန်
answerable,ဖြေနိုင်သော
tooni,တိုနီ
toodles,ဟင်းလျာများ
lawd,ဥပဒေ
varmint,ကကွဲ
snippy,ခပ်တိုတို
hanka,ဟန်ကာ
hiatus,ရပ်ဆိုင်းခြင်း
conover,ကာဗာ
bailiffs,ဘီးလစ်များ
loonies,အရူးများ
basset,ဘေ့စ်
starburst,ကြယ်ပွင့်
delectable,နှစ်သက်ဖွယ်ကောင်းသော
exporting,တင်ပို့ခြင်း။
hipsters,ဟစ်စတာများ
ganymede,ဂါနီမီဒီ
materialize,ရုပ်လုံးပေါ်လာသည်။
